id,variable,primary_code,secondary_code
12581892,abilities_open,unassigned,unassigned
12582118,abilities_open,unassigned,unassigned
12582438,abilities_open,unassigned,unassigned
12582492,abilities_open,unassigned,unassigned
12583042,abilities_open,unassigned,unassigned
12583075,abilities_open,unassigned,unassigned
12583426,abilities_open,unassigned,unassigned
12584148,abilities_open,unassigned,unassigned
12584752,abilities_open,unassigned,unassigned
12585711,abilities_open,unassigned,unassigned
12586329,abilities_open,unassigned,unassigned
12586658,abilities_open,unassigned,unassigned
12586808,abilities_open,unassigned,unassigned
12587020,abilities_open,unassigned,unassigned
12587293,abilities_open,unassigned,unassigned
12587690,abilities_open,unassigned,unassigned
12588937,abilities_open,unassigned,unassigned
12590531,abilities_open,unassigned,unassigned
12590977,abilities_open,unassigned,unassigned
12593046,abilities_open,unassigned,unassigned
12593139,abilities_open,unassigned,unassigned
12593186,abilities_open,unassigned,unassigned
12593202,abilities_open,unassigned,unassigned
12593208,abilities_open,unassigned,unassigned
12593229,abilities_open,unassigned,unassigned
12593235,abilities_open,unassigned,unassigned
12593406,abilities_open,unassigned,unassigned
12593442,abilities_open,unassigned,unassigned
12593470,abilities_open,unassigned,unassigned
12593476,abilities_open,unassigned,unassigned
12593489,abilities_open,unassigned,unassigned
12593517,abilities_open,unassigned,unassigned
12593668,abilities_open,unassigned,unassigned
12593676,abilities_open,unassigned,unassigned
12593731,abilities_open,unassigned,unassigned
12593772,abilities_open,unassigned,unassigned
12594028,abilities_open,unassigned,unassigned
12594185,abilities_open,unassigned,unassigned
12594230,abilities_open,unassigned,unassigned
12594308,abilities_open,unassigned,unassigned
12594525,abilities_open,unassigned,unassigned
12594772,abilities_open,unassigned,unassigned
12594814,abilities_open,unassigned,unassigned
12595581,abilities_open,unassigned,unassigned
12595774,abilities_open,unassigned,unassigned
12596157,abilities_open,unassigned,unassigned
12596348,abilities_open,unassigned,unassigned
12596380,abilities_open,unassigned,unassigned
12596742,abilities_open,unassigned,unassigned
12597030,abilities_open,unassigned,unassigned
12597563,abilities_open,unassigned,unassigned
12597777,abilities_open,unassigned,unassigned
12597793,abilities_open,unassigned,unassigned
12597815,abilities_open,unassigned,unassigned
12597880,abilities_open,unassigned,unassigned
12597953,abilities_open,unassigned,unassigned
12598064,abilities_open,unassigned,unassigned
12598072,abilities_open,unassigned,unassigned
12598182,abilities_open,unassigned,unassigned
12598277,abilities_open,unassigned,unassigned
12598363,abilities_open,unassigned,unassigned
12598455,abilities_open,unassigned,unassigned
12598471,abilities_open,unassigned,unassigned
12598537,abilities_open,unassigned,unassigned
12598750,abilities_open,unassigned,unassigned
12599073,abilities_open,unassigned,unassigned
12599076,abilities_open,unassigned,unassigned
12599084,abilities_open,unassigned,unassigned
12599180,abilities_open,unassigned,unassigned
12599289,abilities_open,unassigned,unassigned
12599311,abilities_open,unassigned,unassigned
12599371,abilities_open,unassigned,unassigned
12599530,abilities_open,unassigned,unassigned
12599559,abilities_open,unassigned,unassigned
12599673,abilities_open,unassigned,unassigned
12599734,abilities_open,unassigned,unassigned
12599787,abilities_open,unassigned,unassigned
12599793,abilities_open,unassigned,unassigned
12599963,abilities_open,unassigned,unassigned
12600005,abilities_open,unassigned,unassigned
12600107,abilities_open,unassigned,unassigned
12600135,abilities_open,unassigned,unassigned
12600178,abilities_open,unassigned,unassigned
12600191,abilities_open,unassigned,unassigned
12600249,abilities_open,unassigned,unassigned
12600291,abilities_open,unassigned,unassigned
12600618,abilities_open,unassigned,unassigned
12600717,abilities_open,unassigned,unassigned
12600722,abilities_open,unassigned,unassigned
12600725,abilities_open,unassigned,unassigned
12600739,abilities_open,unassigned,unassigned
12600741,abilities_open,unassigned,unassigned
12600784,abilities_open,unassigned,unassigned
12600789,abilities_open,unassigned,unassigned
12600797,abilities_open,unassigned,unassigned
12600819,abilities_open,unassigned,unassigned
12600821,abilities_open,unassigned,unassigned
12600843,abilities_open,unassigned,unassigned
12600861,abilities_open,unassigned,unassigned
12600912,abilities_open,unassigned,unassigned
12600935,abilities_open,unassigned,unassigned
12600958,abilities_open,unassigned,unassigned
12600983,abilities_open,unassigned,unassigned
12600991,abilities_open,unassigned,unassigned
12600993,abilities_open,unassigned,unassigned
12601025,abilities_open,unassigned,unassigned
12601086,abilities_open,unassigned,unassigned
12601189,abilities_open,unassigned,unassigned
12601225,abilities_open,unassigned,unassigned
12601317,abilities_open,unassigned,unassigned
12601420,abilities_open,unassigned,unassigned
12601581,abilities_open,unassigned,unassigned
12601763,abilities_open,unassigned,unassigned
12601772,abilities_open,unassigned,unassigned
12601812,abilities_open,unassigned,unassigned
12601911,abilities_open,unassigned,unassigned
12602067,abilities_open,unassigned,unassigned
12602109,abilities_open,unassigned,unassigned
12602156,abilities_open,unassigned,unassigned
12602224,abilities_open,unassigned,unassigned
12602254,abilities_open,unassigned,unassigned
12602293,abilities_open,unassigned,unassigned
12602297,abilities_open,unassigned,unassigned
12602482,abilities_open,unassigned,unassigned
12602541,abilities_open,unassigned,unassigned
12602806,abilities_open,unassigned,unassigned
12602851,abilities_open,unassigned,unassigned
12602956,abilities_open,unassigned,unassigned
12603258,abilities_open,unassigned,unassigned
12603759,abilities_open,unassigned,unassigned
12603813,abilities_open,unassigned,unassigned
12604183,abilities_open,unassigned,unassigned
12606600,abilities_open,unassigned,unassigned
12608446,abilities_open,unassigned,unassigned
12612133,abilities_open,unassigned,unassigned
12612819,abilities_open,unassigned,unassigned
12613740,abilities_open,unassigned,unassigned
12613786,abilities_open,unassigned,unassigned
12614272,abilities_open,unassigned,unassigned
12614327,abilities_open,unassigned,unassigned
12614359,abilities_open,unassigned,unassigned
12614455,abilities_open,unassigned,unassigned
12614521,abilities_open,unassigned,unassigned
12614843,abilities_open,unassigned,unassigned
12615438,abilities_open,unassigned,unassigned
12617384,abilities_open,unassigned,unassigned
12617475,abilities_open,unassigned,unassigned
12618144,abilities_open,unassigned,unassigned
12618248,abilities_open,unassigned,unassigned
12618270,abilities_open,unassigned,unassigned
12618371,abilities_open,unassigned,unassigned
12618435,abilities_open,unassigned,unassigned
12618505,abilities_open,unassigned,unassigned
12618556,abilities_open,unassigned,unassigned
12618956,abilities_open,unassigned,unassigned
12619096,abilities_open,unassigned,unassigned
12619269,abilities_open,unassigned,unassigned
12619658,abilities_open,unassigned,unassigned
12619680,abilities_open,unassigned,unassigned
12619926,abilities_open,unassigned,unassigned
12621444,abilities_open,unassigned,unassigned
12621446,abilities_open,unassigned,unassigned
12621463,abilities_open,unassigned,unassigned
12621497,abilities_open,unassigned,unassigned
12621682,abilities_open,unassigned,unassigned
12621715,abilities_open,unassigned,unassigned
12621723,abilities_open,unassigned,unassigned
12623321,abilities_open,unassigned,unassigned
12623578,abilities_open,unassigned,unassigned
12623849,abilities_open,unassigned,unassigned
12626696,abilities_open,unassigned,unassigned
12629415,abilities_open,unassigned,unassigned
12629532,abilities_open,unassigned,unassigned
12630764,abilities_open,unassigned,unassigned
12631315,abilities_open,unassigned,unassigned
12632306,abilities_open,unassigned,unassigned
12632760,abilities_open,unassigned,unassigned
12632805,abilities_open,unassigned,unassigned
12633166,abilities_open,unassigned,unassigned
12633678,abilities_open,unassigned,unassigned
